datetime,open,high,low,close,volume
2020-11-23,5.8748812893765,5.890550070178486,5.797408219087266,5.824393272399902,7637000
2020-11-24,5.829616116795522,5.91318253147824,5.7730347550433745,5.870528697967529,10634000
2020-11-25,5.857471172710396,6.048106536801514,5.857471172710396,5.973245143890381,9872000
2020-11-26,5.985432003958416,6.006323710509333,5.910570608921647,5.942778587341309,4420000
2020-11-27,5.967152366283511,6.011547038126396,5.9070889134823075,5.908830165863037,7520000
2020-11-30,5.941908168748023,6.147341484493984,5.9323327340658505,5.942778587341309,26275000
2020-12-01,5.964541376922334,6.128191712874762,5.843544047260451,6.088149547576904,19006000
2020-12-02,6.104688188162424,6.244835546315223,6.02721512074127,6.134284496307373,14025000
2020-12-03,6.152564676628545,6.180420148205789,6.035049859903644,6.092501640319824,13502000
2020-12-04,6.123838840660372,6.196088983674969,6.048107023091551,6.115134239196777,11494000
2020-12-07,6.1064292012715775,6.257022832321347,6.1064292012715775,6.165622234344482,9585000
2020-12-08,6.113392857376455,6.160399198565322,5.974986334904299,6.0446248054504395,13100000
2020-12-09,6.065516800189394,6.109911472544456,5.958447418356024,6.041143417358398,9770000
2020-12-10,6.161269672873859,6.194348071205661,5.988914332190929,6.062905311584473,11552000
2020-12-11,6.096854151876643,6.337107127398594,6.04984781008302,6.314474582672119,11639000
2020-12-14,6.327531727985493,6.386724346029492,6.226555694778169,6.231778621673584,8789000
2020-12-15,6.231778812522751,6.302287705153157,6.156917411499863,6.230908393859863,10880000
2020-12-16,6.25354056382862,6.327531541744832,6.241353873124024,6.294453144073486,10318000
2020-12-17,6.2944533224271675,6.372796810694322,6.203052724474832,6.245706558227539,10537000
2020-12-18,6.243094730312386,6.339718252725596,6.216109677907033,6.243965148925781,9968000
2020-12-21,6.169104102936374,6.262245541114029,6.09772479164308,6.230908393859863,5550000
2020-12-22,6.231778532520215,6.3327545642829515,6.218721423007491,6.296194076538086,5799000
2020-12-23,6.3362363176172165,6.527742529884131,6.315345025152522,6.485959529876709,19119000
2020-12-28,6.554727458670327,6.682688127248333,6.53731784107415,6.637423038482666,14191000
2020-12-29,6.675546948540964,6.679176612268764,6.545792852145977,6.602049827575684,11656000
2020-12-30,6.602049770524067,6.799857139587402,6.602049770524067,6.799857139587402,55342000
2021-01-04,6.818912134597332,6.869725264744896,6.630178701960698,6.682806015014648,8255000
2021-01-05,6.682806081796684,6.689158101714354,6.509497745161413,6.582087993621826,11133000
2021-01-06,6.503146266784078,6.700046340114716,6.387909953920163,6.590254306793213,14865000
2021-01-07,6.567570078939544,6.6383452824565685,6.377928895054611,6.418760776519775,12122000
2021-01-08,6.434186261800841,6.670103172501519,6.3879101009598624,6.652863025665283,10345000
2021-01-11,6.532182024122171,6.640159437587681,6.2055278603958275,6.289006233215332,25486000
2021-01-12,6.21550844356914,6.27358046577005,6.061254877974515,6.085753917694092,23680000
2021-01-13,6.076680885866947,6.15925195428619,5.925149664242346,5.934223175048828,17572000
2021-01-14,5.951463097759375,6.1420115768952535,5.889761842052882,6.083939552307129,22393000
2021-01-15,6.053996135711973,6.101179600853881,5.966888532888003,5.989572525024414,14330000
2021-01-18,6.057625874161527,6.096642704559729,5.9115385054387986,5.921519756317139,8036000
2021-01-19,5.935130340078377,5.962351737181826,5.807190855365744,5.8970208168029785,10470000
2021-01-20,5.908816450941333,5.936945154729875,5.789043173737753,5.90972375869751,8428000
2021-01-21,6.0349412734642796,6.096642527152663,5.8888539089925676,6.014071464538574,19030000
2021-01-22,5.954185134257065,5.9759622520588405,5.807190887103375,5.926056861877441,12604000
2021-01-26,5.91607535382248,5.998646417120261,5.776340007781982,5.776340007781982,10130000
2021-01-27,5.762729160975483,6.011349661541121,5.748211371347591,5.888854026794434,13899000
2021-01-28,5.856189157171213,6.032219422812335,5.8298754995419415,6.003183841705322,14232000
2021-01-29,5.9677961426376465,6.035848987829345,5.91879762681663,5.92333459854126,14582000
2021-02-01,5.987758230082336,5.99501712526141,5.799024359409783,5.934223175048828,18002000
2021-02-02,5.970518140406354,6.073958587533059,5.947833714170211,6.006813049316406,15991000
2021-02-03,6.02133116503564,6.057626073298035,5.944204376810693,5.991387844085693,8534000
2021-02-04,6.063070343678586,6.132937804010346,5.954185186385852,6.110253810882568,10452000
2021-02-05,6.115697588338512,6.197361347214359,5.988665411052306,6.163788795471191,11941000
2021-02-08,6.182843425554577,6.2309341989941585,6.084846830455648,6.1519927978515625,8117000
2021-02-09,6.134752802278438,6.16288107467502,6.028590001934923,6.070329189300537,10775000
2021-02-10,6.0875692911039545,6.089383906685498,6.0040909169809655,6.0158867835998535,12044000
2021-02-11,6.034034180710111,6.186472704862699,6.034034180710111,6.094828128814697,6228000
2021-02-12,6.093920732748593,6.1111608783697395,5.978684425354004,5.978684425354004,7441000
2021-02-18,5.911538685793747,5.9242418603886025,5.705565103525197,5.7246198654174805,17995000
2021-02-19,5.724619540846494,5.794487429826305,5.6420484779920645,5.740045070648193,12629000
2021-02-22,5.427908453240357,5.6121053459017265,5.363484841297604,5.456944465637207,21618000
2021-02-23,5.552218780116061,5.698306151845264,5.505035313421121,5.54768180847168,14256000
2021-02-24,5.600309607681649,5.683787982983932,5.563107391717889,5.580347537994385,12671000
2021-02-25,5.568551799021461,5.62480877816014,5.418835191257011,5.455130100250244,16242000
2021-02-26,5.428816102248927,5.493239718240996,5.315394401550293,5.315394401550293,16534000
2021-03-01,5.3362639215614225,5.494146726488765,5.294524734518978,5.352596759796143,13835000
2021-03-02,5.308135071777005,5.570366053485074,5.235545258497297,5.488702297210693,19087000
2021-03-03,5.478721451189527,5.561292514808547,5.302690765481156,5.445148468017578,20805000
2021-03-04,5.445148692864354,5.744581899815871,5.445148692864354,5.702842712402344,16696000
2021-03-05,5.716453255288189,5.742766910407389,5.522275120973759,5.544959545135498,10343000
2021-03-08,5.434260109402835,5.605753829944018,5.403409481048584,5.403409481048584,12810000
2021-03-09,5.403409199707449,5.517738196558954,5.368928909301758,5.368928909301758,14192000
2021-03-10,5.397965492347387,5.601217159984274,5.36892947801791,5.593050956726074,11966000
2021-03-11,5.628438066131682,5.679250762260001,5.534071135985474,5.567644119262695,9852000
2021-03-12,5.69830609850786,5.943296940308725,5.553126035932566,5.716453552246094,12936400
2021-03-15,5.716453466869703,6.170140236219063,5.680158559935308,6.133845329284668,17722900
2021-03-16,6.161066382563783,6.3788362599999795,6.034034206449834,6.242730140686035,16804000
2021-03-17,6.21550881655552,6.415131242599259,6.161066454726163,6.333467483520508,16360700
2021-03-18,6.53308967828664,6.651048348887872,6.269951371665086,6.306246280670166,20342300
2021-03-19,6.360689105056424,6.542163650886652,6.342541217803955,6.342541217803955,21201600
2021-03-22,6.387909932351032,6.487721146732296,6.342541080540611,6.442352294921875,12878500
2021-03-23,6.415130839451188,6.496794160728514,6.3969833866485155,6.424204349517822,9877600
2021-03-24,6.433278574920595,6.442352085385903,6.151992827785273,6.188287734985352,16030100
2021-03-25,6.233656406402588,6.306246223757641,6.1338456238741115,6.233656406402588,18254100
2021-03-26,6.251803724441758,6.360688880769902,6.2336562704986385,6.333467483520508,10064700
2021-03-29,6.351614995461604,6.496794628332222,6.342541052072473,6.406057357788086,13236400
2021-03-30,6.415131092071532,6.44235205601277,6.3243933918156205,6.415131092071533,20065800
2021-03-31,6.442352100971591,6.587532162792556,6.433278590484331,6.469573497772217,20606600
2021-04-01,6.537456155733844,6.537456155733844,6.251072157463043,6.280698299407959,26901600
2021-04-05,6.300449165154647,6.359700980611364,6.221446744545691,6.231321811676025,11927400
2021-04-06,6.251072175972257,6.300448922396137,6.122693011983412,6.241197109222412,12098000
2021-04-07,6.260947713613654,6.409077011102187,6.2115709671897745,6.241197109222412,11278800
2021-04-08,6.251072194717256,6.290573403618191,6.162194239244378,6.201695919036865,15780300
2021-04-09,6.181945564467897,6.2411973802143255,6.122693277829894,6.172070026397705,13184700
2021-04-12,6.172069818220874,6.201695960540619,5.964688234657328,6.10294246673584,13775200
2021-04-13,6.112818220742105,6.221446785235665,6.0535664048978655,6.152319431304932,13621500
2021-04-14,6.181945305288118,6.339950140654199,6.162194229975805,6.221446514129639,15020300
2021-04-15,6.241197063454252,6.339950084686279,6.201695854961441,6.339950084686279,10181900
2021-04-16,6.330074960645964,6.4683296702942,6.270823144035968,6.458454132080078,16356000
2021-04-19,6.458453872509054,6.507830619812012,6.339950244051829,6.507830619812012,12243400
2021-04-20,6.458454070545796,6.655960124030668,6.4387034651973085,6.576957702636719,7789400
2021-04-22,6.6460846668789095,6.6460846668789095,6.379451274871826,6.379451274871826,7062800
2021-04-23,6.4288284801407904,6.497955364298273,6.3300749812445325,6.418952941894531,8424900
2021-04-26,6.409076936599651,6.468329219976147,6.330074519953052,6.3992018699646,5048100
2021-04-27,6.428828253116725,6.438703320122679,6.339950295605312,6.389326572418213,4978800
2021-04-28,6.40907722729927,6.438703370331286,6.260947924813899,6.290573596954346,7652600
2021-04-29,6.290573356903059,6.379451311715912,6.1226929848750276,6.300448894500732,12567500
2021-04-30,6.260000228881836,6.449999809265137,6.090000152587891,6.260000228881836,37540800
2021-05-03,6.260000228881836,6.320000171661377,5.989999771118164,6.130000114440918,23427300
2021-05-04,6.130000114440918,6.130000114440918,5.96999979019165,6.0,23899200
2021-05-05,6.039999961853027,6.039999961853027,5.880000114440918,6.03000020980835,11115000
2021-05-06,6.050000190734863,6.119999885559082,5.929999828338623,5.980000019073486,6611800
2021-05-07,6.010000228881836,6.070000171661377,5.949999809265137,6.019999980926514,7248800
2021-05-10,6.050000190734863,6.059999942779541,5.929999828338623,5.949999809265137,6690600
2021-05-11,5.889999866485596,6.010000228881836,5.849999904632568,5.989999771118164,6136300
2021-05-12,5.989999771118164,5.989999771118164,5.730000019073486,5.769999980926514,14271100
2021-05-13,5.800000190734863,5.880000114440918,5.760000228881836,5.800000190734863,7651500
2021-05-14,5.849999904632568,5.880000114440918,5.809999942779541,5.829999923706055,5393600
2021-05-17,5.829999923706055,5.96999979019165,5.809999942779541,5.940000057220459,8891400
2021-05-18,5.96999979019165,6.039999961853027,5.900000095367432,6.03000020980835,4782500
2021-05-19,5.989999771118164,6.119999885559082,5.96999979019165,6.03000020980835,5471100
2021-05-20,6.03000020980835,6.119999885559082,6.0,6.110000133514404,5918900
2021-05-21,6.099999904632568,6.150000095367432,6.059999942779541,6.079999923706055,4218500
2021-05-24,6.099999904632568,6.21999979019165,6.099999904632568,6.190000057220459,6206400
2021-05-25,6.21999979019165,6.28000020980835,6.159999847412109,6.210000038146973,8339900
2021-05-26,6.21999979019165,6.239999771118164,6.139999866485596,6.230000019073486,7871700
2021-05-27,6.230000019073486,6.320000171661377,6.150000095367432,6.320000171661377,18161800
2021-05-28,6.269999980926514,6.46999979019165,6.239999771118164,6.46999979019165,11100300
2021-05-31,6.449999809265137,6.449999809265137,6.289999961853027,6.380000114440918,7403200
2021-06-01,6.349999904632568,6.460000038146973,6.349999904632568,6.369999885559082,8642600
2021-06-02,6.380000114440918,6.5,6.380000114440918,6.5,7690700
2021-06-04,6.46999979019165,6.46999979019165,6.320000171661377,6.429999828338623,8044200
2021-06-07,6.409999847412109,6.440000057220459,6.349999904632568,6.369999885559082,6704500
2021-06-08,6.380000114440918,6.400000095367432,6.260000228881836,6.28000020980835,5958500
2021-06-09,6.289999961853027,6.329999923706055,6.170000076293945,6.170000076293945,8455200
2021-06-10,6.199999809265137,6.28000020980835,6.179999828338623,6.230000019073486,6647600
2021-06-11,6.269999980926514,6.300000190734863,6.210000038146973,6.25,4648100
2021-06-14,6.289999961853027,6.420000076293945,6.260000228881836,6.400000095367432,5340200
2021-06-15,6.429999828338623,6.480000019073486,6.320000171661377,6.360000133514404,5548400
2021-06-16,6.380000114440918,6.380000114440918,6.21999979019165,6.230000019073486,9570800
2021-06-17,6.21999979019165,6.320000171661377,6.199999809265137,6.239999771118164,8010600
2021-06-18,6.28000020980835,6.349999904632568,6.199999809265137,6.199999809265137,15535800
2021-06-21,6.21999979019165,6.269999980926514,6.159999847412109,6.269999980926514,8592200
2021-06-22,6.25,6.260000228881836,6.179999828338623,6.21999979019165,6466700
2021-06-23,6.239999771118164,6.320000171661377,6.170000076293945,6.179999828338623,6511600
2021-06-24,6.239999771118164,6.239999771118164,6.159999847412109,6.170000076293945,5487100
2021-06-25,6.179999828338623,6.210000038146973,6.070000171661377,6.110000133514404,5475400
2021-06-28,6.130000114440918,6.139999866485596,6.010000228881836,6.050000190734863,5733700
2021-06-29,6.050000190734863,6.079999923706055,5.909999847412109,5.920000076293945,8434800
2021-06-30,5.909999847412109,5.96999979019165,5.849999904632568,5.929999828338623,9212500
2021-07-01,5.940000057220459,6.010000228881836,5.869999885559082,5.929999828338623,11316300
2021-07-02,5.980000019073486,5.989999771118164,5.900000095367432,5.96999979019165,4241700
2021-07-05,5.989999771118164,6.099999904632568,5.929999828338623,6.079999923706055,3919500
2021-07-06,6.059999942779541,6.079999923706055,5.940000057220459,6.050000190734863,6107300
2021-07-07,6.070000171661377,6.099999904632568,5.96999979019165,6.079999923706055,7461900
2021-07-08,5.980000019073486,6.03000020980835,5.909999847412109,5.949999809265137,11290600
2021-07-12,5.980000019073486,6.03000020980835,5.96999979019165,6.03000020980835,7397000
2021-07-13,5.989999771118164,6.010000228881836,5.949999809265137,5.989999771118164,7439000
2021-07-14,6.010000228881836,6.019999980926514,5.960000038146973,5.989999771118164,8125200
2021-07-15,6.0,6.039999961853027,5.949999809265137,5.949999809265137,9147000
2021-07-16,5.96999979019165,6.039999961853027,5.960000038146973,6.03000020980835,7721700
2021-07-19,5.980000019073486,6.03000020980835,5.949999809265137,6.019999980926514,7061400
2021-07-20,6.019999980926514,6.059999942779541,5.980000019073486,6.010000228881836,5851800
2021-07-21,6.010000228881836,6.059999942779541,5.980000019073486,6.039999961853027,3823800
2021-07-22,6.03000020980835,6.130000114440918,6.019999980926514,6.099999904632568,3734700
2021-07-23,6.119999885559082,6.130000114440918,6.03000020980835,6.050000190734863,3018600
2021-07-26,6.059999942779541,6.090000152587891,6.03000020980835,6.03000020980835,5808600
2021-07-27,6.019999980926514,6.119999885559082,6.0,6.070000171661377,5257200
2021-07-28,6.090000152587891,6.179999828338623,6.090000152587891,6.170000076293945,6388000
2021-07-29,6.179999828338623,6.230000019073486,6.110000133514404,6.210000038146973,6221600
2021-07-30,6.179999828338623,6.21999979019165,6.099999904632568,6.119999885559082,9916000
2021-08-02,6.199999809265137,6.369999885559082,6.150000095367432,6.349999904632568,14235200
2021-08-03,6.320000171661377,6.340000152587891,6.210000038146973,6.300000190734863,7390800
2021-08-04,6.300000190734863,6.460000038146973,6.300000190734863,6.340000152587891,12907900
2021-08-05,6.380000114440918,6.46999979019165,6.369999885559082,6.380000114440918,11787400
2021-08-06,6.420000076293945,6.619999885559082,6.400000095367432,6.550000190734863,11364200
2021-08-09,6.550000190734863,6.739999771118164,6.5,6.679999828338623,8312700
2021-08-10,6.670000076293945,6.71999979019165,6.539999961853027,6.559999942779541,6660500
2021-08-11,6.579999923706055,6.739999771118164,6.519999980926514,6.690000057220459,11270400
2021-08-12,6.599999904632568,6.619999885559082,6.369999885559082,6.440000057220459,15977900
2021-08-13,6.429999828338623,6.440000057220459,6.260000228881836,6.380000114440918,13839000
2021-08-16,6.369999885559082,6.550000190734863,6.349999904632568,6.440000057220459,15480900
2021-08-17,6.420000076293945,6.429999828338623,6.230000019073486,6.380000114440918,14400100
2021-08-18,6.380000114440918,6.510000228881836,6.260000228881836,6.449999809265137,14263600
2021-08-19,6.380000114440918,6.650000095367432,6.349999904632568,6.639999866485596,13606500
2021-08-20,6.550000190734863,6.739999771118164,6.550000190734863,6.710000038146973,8600600
2021-08-23,6.739999771118164,6.75,6.590000152587891,6.639999866485596,6737700
2021-08-24,6.670000076293945,6.730000019073486,6.650000095367432,6.699999809265137,7149700
2021-08-25,6.659999847412109,6.71999979019165,6.630000114440918,6.71999979019165,6104400
2021-08-26,6.679999828338623,6.699999809265137,6.5,6.5,12004200
2021-08-27,6.550000190734863,6.610000133514404,6.409999847412109,6.579999923706055,9228100
2021-08-30,6.590000152587891,6.690000057220459,6.5,6.570000171661377,7259800
2021-08-31,6.590000152587891,6.840000152587891,6.5,6.840000152587891,44839000
2021-09-01,6.840000152587891,7.119999885559082,6.800000190734863,7.099999904632568,21928900
2021-09-02,7.039999961853027,7.170000076293945,6.889999866485596,6.980000019073486,18608400
2021-09-03,7.010000228881836,7.090000152587891,6.789999961853027,6.789999961853027,48581800
2021-09-06,6.829999923706055,7.21999979019165,6.789999961853027,7.130000114440918,15176300
2021-09-08,7.119999885559082,7.139999866485596,6.800000190734863,6.800000190734863,15680800
2021-09-09,6.840000152587891,7.110000133514404,6.730000019073486,7.059999942779541,22901700
2021-09-10,7.139999866485596,7.239999771118164,7.03000020980835,7.050000190734863,11963200
2021-09-13,7.179999828338623,7.179999828338623,7.050000190734863,7.130000114440918,10450900
2021-09-14,7.159999847412109,7.179999828338623,7.090000152587891,7.130000114440918,8757300
2021-09-15,7.119999885559082,7.119999885559082,6.829999923706055,6.940000057220459,13767200
2021-09-16,6.929999828338623,6.949999809265137,6.739999771118164,6.869999885559082,11682500
2021-09-17,6.829999923706055,6.849999904632568,6.659999847412109,6.840000152587891,11585400
